GEOID,Asian,Black or African American,Hispanic or Latino,Other Racial / Ethnic Minority
06013363000,FALSE,TRUE,TRUE,TRUE
06013364002,FALSE,TRUE,TRUE,TRUE
06013365002,FALSE,TRUE,TRUE,TRUE
06013365003,FALSE,TRUE,TRUE,TRUE
06013366001,FALSE,TRUE,TRUE,TRUE
06013366002,FALSE,TRUE,TRUE,TRUE
06013367100,FALSE,TRUE,TRUE,TRUE
06013367200,FALSE,TRUE,TRUE,TRUE
06013368001,FALSE,FALSE,TRUE,TRUE
06013368002,FALSE,TRUE,TRUE,TRUE
06013369001,FALSE,TRUE,TRUE,FALSE
06013369002,FALSE,TRUE,TRUE,TRUE
06013370000,FALSE,TRUE,FALSE,FALSE
06013371000,FALSE,TRUE,TRUE,TRUE
06013372000,FALSE,TRUE,TRUE,TRUE
06013373000,FALSE,TRUE,TRUE,TRUE
06013374000,FALSE,TRUE,TRUE,TRUE
06013375000,FALSE,TRUE,TRUE,TRUE
06013376000,FALSE,TRUE,TRUE,FALSE
06013377000,FALSE,TRUE,TRUE,TRUE
06013378000,FALSE,FALSE,FALSE,TRUE
06013379000,FALSE,TRUE,TRUE,TRUE
06013380000,FALSE,TRUE,FALSE,TRUE
06013381000,FALSE,TRUE,TRUE,TRUE
06013382000,FALSE,TRUE,TRUE,TRUE
06013383000,TRUE,TRUE,FALSE,TRUE
06013384000,FALSE,TRUE,FALSE,TRUE
06013385100,FALSE,TRUE,FALSE,TRUE
06013385200,TRUE,FALSE,FALSE,TRUE
06013386000,TRUE,TRUE,FALSE,TRUE
06013387000,TRUE,TRUE,FALSE,TRUE
06013388000,TRUE,FALSE,FALSE,TRUE
06013389100,TRUE,FALSE,FALSE,TRUE
06013389200,TRUE,TRUE,FALSE,TRUE
06013390100,FALSE,FALSE,FALSE,TRUE
06013392000,FALSE,FALSE,FALSE,TRUE
06013392200,FALSE,TRUE,TRUE,TRUE
06013392300,TRUE,TRUE,FALSE,TRUE
06041101200,FALSE,FALSE,TRUE,FALSE
06041102100,FALSE,FALSE,FALSE,TRUE
06041102202,FALSE,FALSE,TRUE,FALSE
06041102203,FALSE,FALSE,TRUE,TRUE
06041103100,FALSE,FALSE,FALSE,TRUE
06041103200,FALSE,FALSE,FALSE,TRUE
06041104101,FALSE,FALSE,FALSE,TRUE
06041104102,FALSE,FALSE,TRUE,TRUE
06041104200,FALSE,FALSE,FALSE,TRUE
06041104300,FALSE,FALSE,FALSE,TRUE
06041105000,FALSE,FALSE,TRUE,TRUE
06041106001,FALSE,TRUE,FALSE,TRUE
06041106002,FALSE,FALSE,TRUE,TRUE
06041108100,FALSE,FALSE,FALSE,TRUE
06041108200,FALSE,FALSE,FALSE,TRUE
06041109001,FALSE,FALSE,TRUE,TRUE
06041110100,FALSE,TRUE,FALSE,TRUE
06041110200,FALSE,FALSE,FALSE,TRUE
06041111000,FALSE,FALSE,TRUE,TRUE
06041112100,FALSE,FALSE,TRUE,TRUE
06041112201,FALSE,FALSE,TRUE,TRUE
06041112202,FALSE,FALSE,TRUE,TRUE
06041114100,FALSE,FALSE,FALSE,TRUE
06041116000,FALSE,FALSE,FALSE,TRUE
06041117000,FALSE,FALSE,FALSE,TRUE
06041118100,FALSE,FALSE,FALSE,TRUE
06041119202,FALSE,FALSE,FALSE,TRUE
06041120000,FALSE,FALSE,FALSE,TRUE
06041121100,FALSE,FALSE,FALSE,TRUE
06041122000,FALSE,TRUE,TRUE,TRUE
06041124100,FALSE,FALSE,FALSE,TRUE
06041124200,FALSE,FALSE,FALSE,TRUE
06041125000,FALSE,FALSE,FALSE,TRUE
06041126100,FALSE,FALSE,FALSE,TRUE
06041126200,FALSE,FALSE,FALSE,TRUE
06041127000,FALSE,FALSE,FALSE,TRUE
06041129000,FALSE,TRUE,TRUE,TRUE
06041130201,FALSE,FALSE,FALSE,TRUE
06041130202,FALSE,FALSE,FALSE,TRUE
06041132100,FALSE,FALSE,FALSE,TRUE
06041132200,FALSE,FALSE,FALSE,TRUE
06041133000,FALSE,FALSE,FALSE,TRUE
06055200201,FALSE,FALSE,TRUE,FALSE
06055200202,FALSE,FALSE,TRUE,TRUE
06055200203,FALSE,FALSE,TRUE,TRUE
06055200301,FALSE,FALSE,TRUE,FALSE
06055200302,FALSE,FALSE,TRUE,FALSE
06055200400,FALSE,FALSE,TRUE,TRUE
06055200501,FALSE,FALSE,TRUE,TRUE
06055200503,FALSE,FALSE,TRUE,TRUE
06055200504,FALSE,FALSE,TRUE,FALSE
06055200505,FALSE,FALSE,TRUE,FALSE
06055200601,FALSE,FALSE,TRUE,TRUE
06055200602,FALSE,FALSE,TRUE,FALSE
06055200703,FALSE,FALSE,FALSE,TRUE
06055200704,FALSE,FALSE,TRUE,TRUE
06055200705,FALSE,FALSE,TRUE,TRUE
06055200706,FALSE,FALSE,TRUE,TRUE
06055200707,FALSE,FALSE,TRUE,FALSE
06055200802,FALSE,FALSE,TRUE,TRUE
06055200803,FALSE,FALSE,TRUE,FALSE
06055200804,FALSE,FALSE,TRUE,TRUE
06055200900,FALSE,TRUE,FALSE,TRUE
06055201003,TRUE,TRUE,FALSE,TRUE
06055201004,TRUE,TRUE,TRUE,TRUE
06055201005,TRUE,FALSE,FALSE,TRUE
06055201006,FALSE,FALSE,TRUE,TRUE
06055201007,TRUE,TRUE,TRUE,TRUE
06055201101,FALSE,FALSE,FALSE,TRUE
06055201102,FALSE,FALSE,FALSE,TRUE
06055201200,FALSE,FALSE,TRUE,FALSE
06055201401,FALSE,FALSE,FALSE,TRUE
06055201402,FALSE,FALSE,FALSE,TRUE
06055201403,FALSE,FALSE,FALSE,TRUE
06055201500,FALSE,FALSE,TRUE,TRUE
06055201601,FALSE,FALSE,TRUE,FALSE
06055201602,FALSE,FALSE,FALSE,TRUE
06055201700,FALSE,FALSE,FALSE,TRUE
06055201800,FALSE,FALSE,FALSE,TRUE
06055201900,FALSE,FALSE,FALSE,TRUE
06055202000,FALSE,FALSE,TRUE,FALSE
06075010100,TRUE,FALSE,FALSE,TRUE
06075010200,FALSE,FALSE,FALSE,TRUE
06075010300,TRUE,FALSE,FALSE,FALSE
06075010400,TRUE,FALSE,FALSE,TRUE
06075010500,TRUE,FALSE,FALSE,TRUE
06075010600,TRUE,FALSE,FALSE,FALSE
06075010700,TRUE,FALSE,FALSE,TRUE
06075010800,TRUE,FALSE,FALSE,FALSE
06075010900,FALSE,FALSE,FALSE,TRUE
06075011000,TRUE,FALSE,FALSE,TRUE
06075011100,TRUE,FALSE,FALSE,TRUE
06075011200,TRUE,FALSE,FALSE,TRUE
06075011300,TRUE,FALSE,FALSE,TRUE
06075011700,TRUE,FALSE,FALSE,TRUE
06075011800,TRUE,FALSE,FALSE,FALSE
06075011901,TRUE,FALSE,FALSE,TRUE
06075011902,TRUE,FALSE,FALSE,TRUE
06075012000,TRUE,FALSE,FALSE,TRUE
06075012100,TRUE,FALSE,FALSE,TRUE
06075012201,FALSE,TRUE,TRUE,TRUE
06075012202,FALSE,TRUE,TRUE,TRUE
06075012301,TRUE,TRUE,TRUE,TRUE
06075012302,TRUE,FALSE,FALSE,FALSE
06075012401,TRUE,TRUE,TRUE,TRUE
06075012402,TRUE,TRUE,FALSE,TRUE
06075012501,TRUE,TRUE,FALSE,TRUE
06075012502,TRUE,TRUE,FALSE,TRUE
06075012700,FALSE,FALSE,FALSE,TRUE
06075012800,FALSE,FALSE,FALSE,TRUE
06075012901,FALSE,FALSE,FALSE,TRUE
06075012902,FALSE,FALSE,FALSE,TRUE
06075013000,FALSE,FALSE,FALSE,TRUE
06075013101,FALSE,FALSE,FALSE,TRUE
06075013200,FALSE,FALSE,FALSE,TRUE
06075013300,FALSE,FALSE,FALSE,TRUE
06075013500,FALSE,FALSE,FALSE,TRUE
06075015100,TRUE,FALSE,FALSE,FALSE
06075015200,TRUE,TRUE,FALSE,FALSE
06075015300,FALSE,TRUE,FALSE,TRUE
06075015400,TRUE,FALSE,FALSE,TRUE
06075015500,TRUE,FALSE,FALSE,FALSE
06075015600,TRUE,FALSE,FALSE,TRUE
06075015700,TRUE,FALSE,FALSE,TRUE
06075015801,FALSE,TRUE,FALSE,TRUE
06075015802,FALSE,TRUE,FALSE,TRUE
06075015900,TRUE,TRUE,FALSE,FALSE
06075016000,TRUE,TRUE,FALSE,TRUE
06075016100,TRUE,TRUE,FALSE,TRUE
06075016200,FALSE,FALSE,FALSE,TRUE
06075016300,FALSE,TRUE,FALSE,TRUE
06075016400,FALSE,TRUE,FALSE,TRUE
06075016500,FALSE,TRUE,FALSE,FALSE
06075016600,FALSE,FALSE,FALSE,TRUE
06075016700,FALSE,FALSE,FALSE,TRUE
06075016801,FALSE,TRUE,FALSE,TRUE
06075016802,FALSE,FALSE,FALSE,TRUE
06075016900,FALSE,FALSE,FALSE,TRUE
06075017101,FALSE,FALSE,FALSE,TRUE
06075017102,FALSE,FALSE,FALSE,TRUE
06075017601,TRUE,TRUE,FALSE,TRUE
06075017700,FALSE,FALSE,TRUE,TRUE
06075017801,TRUE,FALSE,FALSE,FALSE
06075017802,FALSE,TRUE,FALSE,TRUE
06075017902,FALSE,TRUE,TRUE,TRUE
06075018000,FALSE,TRUE,FALSE,TRUE
06075020100,FALSE,FALSE,TRUE,TRUE
06075020200,FALSE,FALSE,FALSE,TRUE
06075020300,FALSE,FALSE,FALSE,TRUE
06075020401,FALSE,FALSE,FALSE,TRUE
06075020402,FALSE,FALSE,FALSE,TRUE
06075020500,FALSE,FALSE,FALSE,TRUE
06075020600,FALSE,FALSE,FALSE,TRUE
06075020700,FALSE,FALSE,FALSE,TRUE
06075020800,FALSE,FALSE,TRUE,TRUE
06075020900,FALSE,FALSE,TRUE,TRUE
06075021000,FALSE,FALSE,FALSE,TRUE
06075021100,FALSE,FALSE,FALSE,TRUE
06075021200,FALSE,FALSE,FALSE,TRUE
06075021300,FALSE,FALSE,FALSE,TRUE
06075021400,FALSE,FALSE,FALSE,TRUE
06075021500,FALSE,FALSE,FALSE,TRUE
06075021600,FALSE,TRUE,FALSE,TRUE
06075021700,FALSE,TRUE,FALSE,TRUE
06075021800,FALSE,FALSE,FALSE,TRUE
06075022600,FALSE,TRUE,FALSE,TRUE
06075022702,FALSE,FALSE,FALSE,TRUE
06075022704,FALSE,FALSE,FALSE,TRUE
06075022801,FALSE,FALSE,TRUE,TRUE
06075022802,FALSE,FALSE,TRUE,TRUE
06075022803,FALSE,FALSE,TRUE,FALSE
06075022901,FALSE,FALSE,TRUE,FALSE
06075022902,FALSE,FALSE,TRUE,TRUE
06075022903,FALSE,FALSE,TRUE,TRUE
06075023001,TRUE,TRUE,FALSE,TRUE
06075023003,TRUE,TRUE,FALSE,FALSE
06075023102,FALSE,TRUE,FALSE,TRUE
06075023103,FALSE,TRUE,FALSE,TRUE
06075023200,FALSE,TRUE,TRUE,TRUE
06075023300,TRUE,TRUE,FALSE,FALSE
06075023400,FALSE,TRUE,TRUE,TRUE
06075025100,FALSE,TRUE,FALSE,TRUE
06075025200,FALSE,FALSE,FALSE,TRUE
06075025300,FALSE,FALSE,TRUE,TRUE
06075025401,FALSE,FALSE,TRUE,TRUE
06075025402,TRUE,FALSE,FALSE,TRUE
06075025403,FALSE,TRUE,TRUE,TRUE
06075025500,TRUE,FALSE,TRUE,TRUE
06075025600,TRUE,FALSE,FALSE,TRUE
06075025701,TRUE,FALSE,FALSE,TRUE
06075025702,TRUE,FALSE,TRUE,FALSE
06075025800,TRUE,FALSE,TRUE,FALSE
06075025900,TRUE,TRUE,TRUE,FALSE
06075026001,TRUE,FALSE,TRUE,TRUE
06075026002,TRUE,FALSE,TRUE,TRUE
06075026003,TRUE,FALSE,TRUE,TRUE
06075026004,TRUE,FALSE,TRUE,TRUE
06075026100,TRUE,FALSE,TRUE,TRUE
06075026200,TRUE,FALSE,FALSE,TRUE
06075026301,TRUE,FALSE,TRUE,TRUE
06075026302,TRUE,FALSE,TRUE,FALSE
06075026303,TRUE,FALSE,TRUE,FALSE
06075026401,TRUE,TRUE,FALSE,TRUE
06075026402,TRUE,TRUE,TRUE,TRUE
06075026403,TRUE,FALSE,FALSE,TRUE
06075026404,TRUE,TRUE,FALSE,TRUE
06075030101,FALSE,FALSE,FALSE,TRUE
06075030102,FALSE,FALSE,FALSE,TRUE
06075030201,TRUE,FALSE,FALSE,TRUE
06075030202,TRUE,FALSE,FALSE,TRUE
06075030301,TRUE,FALSE,FALSE,TRUE
06075030302,TRUE,FALSE,FALSE,TRUE
06075030400,TRUE,FALSE,FALSE,TRUE
06075030500,TRUE,TRUE,FALSE,TRUE
06075030600,TRUE,FALSE,FALSE,TRUE
06075030700,TRUE,FALSE,FALSE,TRUE
06075030800,TRUE,FALSE,FALSE,TRUE
06075030900,TRUE,FALSE,FALSE,TRUE
06075031000,TRUE,FALSE,FALSE,TRUE
06075031100,TRUE,TRUE,FALSE,TRUE
06075031201,TRUE,TRUE,FALSE,TRUE
06075031202,TRUE,TRUE,FALSE,TRUE
06075031301,TRUE,TRUE,FALSE,TRUE
06075031302,TRUE,TRUE,FALSE,TRUE
06075031400,TRUE,TRUE,FALSE,TRUE
06075032601,TRUE,FALSE,FALSE,TRUE
06075032602,TRUE,FALSE,FALSE,TRUE
06075032700,TRUE,FALSE,FALSE,TRUE
06075032801,TRUE,FALSE,FALSE,TRUE
06075032802,TRUE,FALSE,FALSE,TRUE
06075032901,TRUE,FALSE,FALSE,TRUE
06075032902,TRUE,FALSE,FALSE,TRUE
06075033000,TRUE,FALSE,FALSE,TRUE
06075033100,TRUE,FALSE,FALSE,FALSE
06075033201,FALSE,FALSE,TRUE,TRUE
06075033203,TRUE,FALSE,FALSE,TRUE
06075033204,TRUE,TRUE,FALSE,TRUE
06075035100,TRUE,FALSE,FALSE,TRUE
06075035201,TRUE,FALSE,FALSE,FALSE
06075035202,TRUE,FALSE,FALSE,TRUE
06075035300,TRUE,FALSE,FALSE,TRUE
06075035400,TRUE,FALSE,FALSE,TRUE
06075040100,TRUE,FALSE,FALSE,TRUE
06075040200,TRUE,FALSE,FALSE,TRUE
06075042601,TRUE,FALSE,FALSE,FALSE
06075042602,TRUE,FALSE,FALSE,TRUE
06075042700,TRUE,FALSE,FALSE,TRUE
06075042800,FALSE,FALSE,FALSE,TRUE
06075045100,TRUE,FALSE,FALSE,TRUE
06075045200,TRUE,FALSE,FALSE,TRUE
06075047600,TRUE,FALSE,FALSE,TRUE
06075047701,TRUE,FALSE,FALSE,TRUE
06075047702,TRUE,FALSE,FALSE,TRUE
06075047801,TRUE,FALSE,FALSE,TRUE
06075047802,TRUE,FALSE,FALSE,TRUE
06075047901,TRUE,FALSE,FALSE,TRUE
06075047902,TRUE,FALSE,FALSE,TRUE
06075060400,FALSE,FALSE,FALSE,TRUE
06075060502,TRUE,TRUE,TRUE,TRUE
06075060700,TRUE,TRUE,FALSE,TRUE
06075061000,TRUE,TRUE,FALSE,TRUE
06075061100,TRUE,FALSE,FALSE,TRUE
06075061200,TRUE,TRUE,TRUE,TRUE
06075061400,FALSE,TRUE,FALSE,TRUE
06075061500,TRUE,FALSE,FALSE,TRUE
06075980200,TRUE,TRUE,FALSE,FALSE
06075980300,FALSE,FALSE,FALSE,TRUE
06075980501,TRUE,TRUE,FALSE,TRUE
06075980600,FALSE,TRUE,FALSE,FALSE
06075980900,FALSE,TRUE,FALSE,TRUE
06081600100,TRUE,FALSE,FALSE,TRUE
06081600200,TRUE,FALSE,TRUE,TRUE
06081600300,TRUE,FALSE,FALSE,TRUE
06081600401,TRUE,TRUE,TRUE,TRUE
06081600402,TRUE,FALSE,TRUE,FALSE
06081600500,TRUE,FALSE,TRUE,TRUE
06081600600,TRUE,FALSE,TRUE,TRUE
06081600700,TRUE,FALSE,TRUE,FALSE
06081600800,TRUE,TRUE,FALSE,FALSE
06081600900,TRUE,FALSE,FALSE,TRUE
06081601000,TRUE,FALSE,FALSE,TRUE
06081601100,TRUE,FALSE,FALSE,TRUE
06081601200,TRUE,FALSE,TRUE,TRUE
06081601300,TRUE,FALSE,TRUE,FALSE
06081601400,TRUE,FALSE,FALSE,FALSE
06081601501,TRUE,FALSE,FALSE,TRUE
06081601502,TRUE,FALSE,TRUE,TRUE
06081601601,TRUE,FALSE,TRUE,TRUE
06081601603,TRUE,FALSE,FALSE,TRUE
06081601604,TRUE,FALSE,FALSE,TRUE
06081601605,TRUE,FALSE,FALSE,TRUE
06081601700,TRUE,FALSE,TRUE,TRUE
06081601800,TRUE,FALSE,TRUE,TRUE
06081601901,TRUE,FALSE,TRUE,TRUE
06081601902,TRUE,FALSE,TRUE,TRUE
06081602000,TRUE,FALSE,TRUE,TRUE
06081602100,FALSE,FALSE,TRUE,TRUE
06081602200,FALSE,FALSE,TRUE,TRUE
06081602300,TRUE,FALSE,TRUE,TRUE
06081602400,TRUE,FALSE,FALSE,TRUE
06081602500,TRUE,FALSE,FALSE,TRUE
06081602600,TRUE,FALSE,FALSE,TRUE
06081602700,TRUE,TRUE,FALSE,TRUE
06081602800,TRUE,FALSE,FALSE,TRUE
06081602900,FALSE,FALSE,FALSE,TRUE
06081603000,FALSE,FALSE,FALSE,TRUE
06081603100,FALSE,FALSE,FALSE,TRUE
06081603200,FALSE,FALSE,FALSE,TRUE
06081603300,FALSE,FALSE,FALSE,TRUE
06081603400,FALSE,FALSE,FALSE,TRUE
06081603700,TRUE,FALSE,FALSE,TRUE
06081603801,TRUE,FALSE,FALSE,TRUE
06081603900,FALSE,FALSE,TRUE,FALSE
06081604000,TRUE,FALSE,FALSE,TRUE
06081604101,FALSE,FALSE,TRUE,TRUE
06081604102,TRUE,FALSE,FALSE,TRUE
06081604200,FALSE,FALSE,TRUE,TRUE
06081604400,TRUE,FALSE,TRUE,TRUE
06081604500,TRUE,FALSE,FALSE,TRUE
06081604600,TRUE,FALSE,FALSE,TRUE
06081604700,TRUE,FALSE,FALSE,TRUE
06081604800,TRUE,FALSE,FALSE,TRUE
06081604900,TRUE,FALSE,FALSE,FALSE
06081605000,TRUE,FALSE,FALSE,TRUE
06081605100,FALSE,FALSE,FALSE,TRUE
06081605200,FALSE,FALSE,FALSE,TRUE
06081605300,FALSE,FALSE,FALSE,TRUE
06081605400,FALSE,FALSE,FALSE,TRUE
06081605500,FALSE,FALSE,FALSE,TRUE
06081605600,TRUE,FALSE,FALSE,TRUE
06081605700,TRUE,FALSE,FALSE,TRUE
06081605800,FALSE,FALSE,FALSE,TRUE
06081605900,FALSE,FALSE,TRUE,TRUE
06081606000,FALSE,FALSE,TRUE,TRUE
06081606100,FALSE,FALSE,TRUE,TRUE
06081606200,FALSE,FALSE,TRUE,TRUE
06081606300,FALSE,FALSE,TRUE,TRUE
06081606400,FALSE,FALSE,FALSE,TRUE
06081606500,FALSE,FALSE,FALSE,TRUE
06081606600,FALSE,FALSE,FALSE,TRUE
06081606700,TRUE,FALSE,FALSE,TRUE
06081606800,TRUE,FALSE,FALSE,TRUE
06081606900,TRUE,FALSE,FALSE,TRUE
06081607000,FALSE,FALSE,FALSE,TRUE
06081607100,FALSE,FALSE,FALSE,TRUE
06081607200,TRUE,FALSE,TRUE,TRUE
06081607300,FALSE,FALSE,FALSE,TRUE
06081607400,TRUE,FALSE,FALSE,TRUE
06081607500,TRUE,FALSE,TRUE,TRUE
06081607600,FALSE,FALSE,TRUE,FALSE
06081607701,FALSE,FALSE,TRUE,TRUE
06081607702,FALSE,FALSE,TRUE,TRUE
06081607800,FALSE,FALSE,TRUE,TRUE
06081607900,TRUE,FALSE,FALSE,TRUE
06081608001,TRUE,FALSE,FALSE,TRUE
06081608002,TRUE,FALSE,FALSE,TRUE
06081608004,TRUE,FALSE,FALSE,TRUE
06081608013,TRUE,FALSE,FALSE,TRUE
06081608023,TRUE,FALSE,FALSE,TRUE
06081608100,TRUE,FALSE,FALSE,TRUE
06081608200,TRUE,FALSE,FALSE,TRUE
06081608300,TRUE,FALSE,FALSE,TRUE
06081608400,TRUE,FALSE,TRUE,TRUE
06081608501,FALSE,FALSE,FALSE,TRUE
06081608502,TRUE,FALSE,FALSE,TRUE
06081608600,TRUE,FALSE,FALSE,TRUE
06081608700,FALSE,FALSE,FALSE,TRUE
06081608800,FALSE,FALSE,FALSE,TRUE
06081608900,TRUE,FALSE,FALSE,TRUE
06081609000,FALSE,FALSE,FALSE,TRUE
06081609100,FALSE,FALSE,TRUE,TRUE
06081609201,FALSE,FALSE,FALSE,TRUE
06081609202,FALSE,FALSE,FALSE,TRUE
06081609300,FALSE,FALSE,FALSE,TRUE
06081609601,FALSE,FALSE,FALSE,TRUE
06081609602,FALSE,FALSE,FALSE,TRUE
06081609603,FALSE,FALSE,FALSE,TRUE
06081609700,FALSE,FALSE,FALSE,TRUE
06081609800,FALSE,FALSE,FALSE,TRUE
06081609900,FALSE,FALSE,FALSE,TRUE
06081610000,FALSE,FALSE,TRUE,TRUE
06081610100,FALSE,FALSE,TRUE,TRUE
06081610201,FALSE,FALSE,TRUE,TRUE
06081610202,FALSE,TRUE,TRUE,TRUE
06081610203,FALSE,FALSE,TRUE,TRUE
06081610302,FALSE,FALSE,TRUE,FALSE
06081610303,TRUE,FALSE,FALSE,TRUE
06081610304,TRUE,FALSE,FALSE,FALSE
06081610400,FALSE,FALSE,TRUE,TRUE
06081610500,FALSE,FALSE,TRUE,TRUE
06081610601,FALSE,FALSE,TRUE,TRUE
06081610602,FALSE,FALSE,TRUE,FALSE
06081610700,FALSE,FALSE,TRUE,TRUE
06081610800,FALSE,FALSE,TRUE,TRUE
06081610900,FALSE,FALSE,TRUE,TRUE
06081611000,FALSE,FALSE,TRUE,FALSE
06081611100,FALSE,FALSE,FALSE,TRUE
06081611200,FALSE,FALSE,FALSE,TRUE
06081611300,FALSE,FALSE,FALSE,TRUE
06081611400,FALSE,FALSE,FALSE,TRUE
06081611500,FALSE,FALSE,FALSE,TRUE
06081611600,FALSE,FALSE,FALSE,TRUE
06081611700,FALSE,TRUE,TRUE,TRUE
06081611800,FALSE,TRUE,TRUE,TRUE
06081611900,FALSE,TRUE,TRUE,TRUE
06081612000,FALSE,TRUE,TRUE,TRUE
06081612100,FALSE,TRUE,TRUE,TRUE
06081612500,FALSE,FALSE,FALSE,TRUE
06081612600,FALSE,FALSE,FALSE,TRUE
06081612800,FALSE,FALSE,FALSE,TRUE
06081612900,FALSE,FALSE,FALSE,TRUE
06081613200,FALSE,FALSE,FALSE,TRUE
06081613400,FALSE,FALSE,FALSE,TRUE
06081613501,FALSE,FALSE,TRUE,FALSE
06081613502,FALSE,FALSE,FALSE,TRUE
06081613600,FALSE,FALSE,FALSE,TRUE
06081613700,FALSE,FALSE,TRUE,TRUE
06081613800,FALSE,FALSE,FALSE,TRUE
06081613900,FALSE,FALSE,FALSE,TRUE
06081614000,TRUE,FALSE,FALSE,TRUE
06085500100,FALSE,FALSE,TRUE,TRUE
06085500200,FALSE,FALSE,TRUE,TRUE
06085500300,FALSE,TRUE,FALSE,TRUE
06085500400,FALSE,FALSE,TRUE,TRUE
06085500500,FALSE,FALSE,FALSE,TRUE
06085500600,FALSE,TRUE,FALSE,TRUE
06085500800,FALSE,FALSE,TRUE,FALSE
06085500901,TRUE,TRUE,FALSE,TRUE
06085500902,TRUE,TRUE,TRUE,TRUE
06085501000,FALSE,FALSE,TRUE,FALSE
06085501101,FALSE,TRUE,TRUE,TRUE
06085501102,FALSE,FALSE,TRUE,TRUE
06085501200,FALSE,FALSE,TRUE,TRUE
06085501300,FALSE,TRUE,TRUE,TRUE
06085501401,FALSE,FALSE,TRUE,FALSE
06085501402,FALSE,FALSE,TRUE,TRUE
06085501501,TRUE,FALSE,TRUE,FALSE
06085501502,FALSE,FALSE,TRUE,FALSE
06085501600,FALSE,FALSE,TRUE,TRUE
06085501700,FALSE,FALSE,TRUE,FALSE
06085501800,FALSE,FALSE,TRUE,TRUE
06085501900,FALSE,FALSE,TRUE,TRUE
06085502001,FALSE,FALSE,TRUE,TRUE
06085502002,FALSE,FALSE,TRUE,TRUE
06085502101,FALSE,FALSE,FALSE,TRUE
06085502102,FALSE,FALSE,TRUE,FALSE
06085502201,FALSE,TRUE,TRUE,TRUE
06085502202,FALSE,FALSE,FALSE,TRUE
06085502301,FALSE,FALSE,FALSE,TRUE
06085502302,FALSE,FALSE,TRUE,TRUE
06085502400,FALSE,FALSE,FALSE,TRUE
06085502500,FALSE,FALSE,FALSE,TRUE
06085502601,FALSE,FALSE,FALSE,TRUE
06085502603,FALSE,FALSE,FALSE,TRUE
06085502604,FALSE,TRUE,FALSE,FALSE
06085502701,FALSE,FALSE,FALSE,TRUE
06085502800,FALSE,FALSE,FALSE,TRUE
06085502901,FALSE,FALSE,TRUE,FALSE
06085502902,FALSE,FALSE,FALSE,TRUE
06085502903,FALSE,FALSE,FALSE,TRUE
