joinid,apn
CONT0005319,222670007
CONT0005320,222670007
CONT0005321,222670007
CONT0005322,222670007
CONT0005323,222670007
CONT0005324,222670007
CONT0005326,222670007
CONT0005327,222670007
CONT0005328,222670007
CONT0005329,222670007
CONT0005330,222670007
CONT0005332,222670007
CONT0005333,222670007
CONT0005334,222670007
CONT0005335,222670007
CONT0005336,222670007
CONT0005337,222670007
CONT0005338,222670007
CONT0005339,222670007
CONT0005340,222670007
CONT0005341,222670007
CONT0005342,222670007
CONT0005343,222670007
CONT0005344,222670007
CONT0005345,222670007
CONT0005346,222670007
CONT0005347,222670007
CONT0005361,222670007
CONT0005362,222670007
CONT0005363,222670007
CONT0005364,222670007
CONT0005365,222670007
CONT0005367,222670007
CONT0005368,222670007
CONT0005369,222670007
CONT0005370,222670007
CONT0005371,222670007
CONT0005373,222670007
CONT0005374,222670007
CONT0005375,222670007
CONT0005376,222670007
CONT0005377,222670007
CONT0005378,222670007
CONT0005379,222670007
CONT0005380,222670007
CONT0005381,222670007
CONT0005384,222670007
CONT0005385,222670007
CONT0005387,222670007
CONT0005388,222670007
CONT0005389,222670007
CONT0005439,NULL
CONT0005440,NULL
CONT0005441,NULL
CONT0005442,NULL
CONT0005443,NULL
CONT0005444,NULL
CONT0005445,NULL
CONT0005446,NULL
CONT0005447,NULL
CONT0005448,NULL
CONT0005449,NULL
CONT0005450,NULL
CONT0005451,NULL
CONT0005452,NULL
CONT0005453,NULL
CONT0005454,NULL
CONT0005455,NULL
CONT0005456,NULL
CONT0005457,NULL
CONT0005458,NULL
CONT0005459,NULL
CONT0005460,NULL
CONT0005461,NULL
CONT0005462,NULL
CONT0005463,NULL
CONT0005464,NULL
CONT0005465,NULL
CONT0005466,NULL
CONT0005467,NULL
CONT0005468,NULL
CONT0005469,NULL
CONT0005470,NULL
CONT0005471,NULL
CONT0005472,NULL
CONT0005473,NULL
CONT0005474,NULL
CONT0005475,NULL
CONT0005476,NULL
CONT0005477,NULL
CONT0005478,NULL
CONT0005479,NULL
CONT0005480,NULL
CONT0005481,NULL
CONT0005482,NULL
CONT0005483,NULL
CONT0005484,NULL
CONT0005485,NULL
CONT0005486,NULL
CONT0005487,NULL
CONT0005488,NULL
CONT0005489,NULL
CONT0005490,NULL
CONT0005491,NULL
CONT0005492,NULL
CONT0005493,NULL
CONT0005494,NULL
CONT0005495,NULL
CONT0005496,NULL
CONT0005497,NULL
CONT0005498,NULL
CONT0005499,NULL
CONT0005500,NULL
CONT0005501,NULL
CONT0005502,NULL
CONT0005503,NULL
CONT0005504,NULL
CONT0005505,NULL
CONT0005506,NULL
CONT0005507,NULL
CONT0005508,NULL
CONT0005509,NULL
CONT0005510,NULL
CONT0005511,NULL
CONT0005512,NULL
CONT0005513,NULL
CONT0005514,NULL
CONT0005515,NULL
CONT0005516,NULL
CONT0005517,NULL
CONT0005518,NULL
CONT0005519,NULL
CONT0005520,NULL
CONT0005521,NULL
CONT0005522,NULL
CONT0005523,NULL
CONT0005524,NULL
CONT0005525,NULL
CONT0005526,NULL
CONT0005527,NULL
CONT0005528,NULL
CONT0005529,NULL
CONT0005530,NULL
CONT0005531,NULL
CONT0005532,NULL
CONT0005533,NULL
CONT0005534,NULL
CONT0005535,NULL
CONT0005536,NULL
CONT0005537,NULL
CONT0005538,NULL
CONT0005539,NULL
CONT0005540,NULL
CONT0005541,NULL
CONT0005542,NULL
CONT0005543,NULL
CONT0005544,NULL
CONT0005548,215-050-021
CONT0005558,NULL
CONT0005559,NULL
CONT0005560,NULL
CONT0005561,NULL
CONT0005562,NULL
CONT0005563,NULL
CONT0005564,NULL
CONT0005565,NULL
CONT0005566,NULL
CONT0005567,NULL
CONT0005568,NULL
CONT0005569,NULL
CONT0005570,NULL
CONT0005571,NULL
CONT0005572,NULL
CONT0005573,NULL
CONT0005574,NULL
CONT0005575,NULL
CONT0005576,NULL
CONT0005577,NULL
CONT0005578,NULL
CONT0005579,NULL
CONT0005580,NULL
CONT0005581,NULL
CONT0005582,NULL
CONT0005583,NULL
CONT0005584,NULL
CONT0005585,NULL
CONT0005586,NULL
CONT0005587,NULL
CONT0005588,NULL
CONT0005589,NULL
CONT0005590,NULL
CONT0005591,NULL
CONT0005592,NULL
CONT0005593,NULL
CONT0005594,NULL
CONT0005595,NULL
CONT0005596,NULL
CONT0005597,NULL
CONT0005598,NULL
CONT0005599,NULL
CONT0005600,NULL
CONT0005601,NULL
CONT0005602,NULL
CONT0005603,NULL
CONT0005604,NULL
CONT0005605,NULL
CONT0005606,NULL
CONT0005607,NULL
CONT0005608,NULL
CONT0005609,NULL
CONT0005610,NULL
CONT0005611,NULL
CONT0005612,NULL
CONT0005613,NULL
CONT0005614,NULL
CONT0005615,NULL
CONT0005616,NULL
CONT0005617,NULL
CONT0005618,NULL
CONT0005619,NULL
CONT0005620,NULL
CONT0005621,NULL
CONT0005622,NULL
MARN0000493,NULL
MARN0000494,NULL
MARN0000495,NULL
MARN0000496,NULL
MARN0000497,NULL
MARN0000498,NULL
MARN0000499,NULL
MARN0000500,NULL
MARN0000501,NULL
MARN0000502,NULL
MARN0000508,NULL
MARN0000509,NULL
MARN0000510,NULL
MARN0000529,NULL
MARN0000530,NULL
MARN0000531,NULL
MARN0000532,NULL
MARN0000533,NULL
MARN0000534,NULL
MARN0000563,980-020-54
MARN0000564,980-020-06
MARN0000565,980-020-22
MARN0000573,NULL
NAPA0000319,11-351-040
NAPA0000320,11-351-041
NAPA0000321,11-192-014
NAPA0000322,11-351-042
NAPA0000323,NULL
NAPA0000324,NULL
NAPA0000325,NULL
NAPA0000326,NULL
NAPA0000327,NULL
NAPA0000328,NULL
NAPA0000329,NULL
NAPA0000330,NULL
NAPA0000331,NULL
NAPA0000332,NULL
NAPA0000333,NULL
NAPA0000334,NULL
NAPA0000335,NULL
NAPA0000336,NULL
NAPA0000337,NULL
NAPA0000338,NULL
NAPA0000339,NULL
NAPA0000340,NULL
NAPA0000341,NULL
NAPA0000342,NULL
NAPA0000343,NULL
NAPA0000344,NULL
NAPA0000345,NULL
NAPA0000346,NULL
NAPA0000347,NULL
NAPA0000348,NULL
NAPA0000349,NULL
NAPA0000350,NULL
NAPA0000351,NULL
NAPA0000352,NULL
NAPA0000353,NULL
NAPA0000354,NULL
NAPA0000355,NULL
NAPA0000356,NULL
NAPA0000357,NULL
NAPA0000358,NULL
NAPA0000359,NULL
NAPA0000360,NULL
NAPA0000361,NULL
NAPA0000362,NULL
NAPA0000363,NULL
NAPA0000364,NULL
NAPA0000365,NULL
NAPA0000366,NULL
NAPA0000367,NULL
NAPA0000368,NULL
NAPA0000369,NULL
NAPA0000370,NULL
NAPA0000371,NULL
NAPA0000372,NULL
NAPA0000373,NULL
NAPA0000374,NULL
NAPA0000375,NULL
NAPA0000376,NULL
NAPA0000377,NULL
NAPA0000378,NULL
NAPA0000379,NULL
NAPA0000380,NULL
NAPA0000381,NULL
NAPA0000382,NULL
NAPA0000383,NULL
NAPA0000384,NULL
NAPA0000385,NULL
NAPA0000386,NULL
NAPA0000387,NULL
NAPA0000388,NULL
NAPA0000389,NULL
NAPA0000390,NULL
NAPA0000391,NULL
NAPA0000392,NULL
NAPA0000393,NULL
NAPA0000394,NULL
NAPA0000395,NULL
NAPA0000396,NULL
NAPA0000397,NULL
NAPA0000398,NULL
NAPA0000399,NULL
NAPA0000400,NULL
NAPA0000401,NULL
NAPA0000402,NULL
NAPA0000403,NULL
NAPA0000404,NULL
NAPA0000405,NULL
NAPA0000406,NULL
NAPA0000407,NULL
NAPA0000408,NULL
NAPA0000409,NULL
NAPA0000410,NULL
NAPA0000411,NULL
NAPA0000412,NULL
NAPA0000413,NULL
NAPA0000414,NULL
NAPA0000415,NULL
NAPA0000416,NULL
NAPA0000417,NULL
NAPA0000418,NULL
NAPA0000419,B12-00677
NAPA0000420,B12-00682
NAPA0000421,B13-00673
NAPA0000422,B13-01108
NAPA0000423,B13-01308
NAPA0000424,B13-01338
NAPA0000425,B13-01547
NAPA0000426,B13-01595
NAPA0000427,B13-02093
NAPA0000428,B13-02131
NAPA0000429,B13-02134
NAPA0000430,B14-00790
NAPA0000431,B14-01022
NAPA0000432,B14-01293
NAPA0000433,B14-01805
NAPA0000434,B15-00043
NAPA0000435,B15-00234
NAPA0000436,B15-00451
NAPA0000437,B15-00474
NAPA0000438,B15-00571
NAPA0000439,B15-00650
NAPA0000440,B15-00978
NAPA0000441,B15-01570
NAPA0000442,B15-01667
NAPA0000443,009580012
NAPA0000444,009322003
NAPA0000445,009470004
NAPA0000446,009350047
NAPA0000447,UNASSIGNED
NAPA0000448,NULL
SANF0000523,3789026
SANF0000524,0323024
SANM0000612,44054330
SANM0000613,44071170
SANM0000614,44014150
SANM0000615,44072130
SANM0000616,44054340
SANM0000624,25121031
SANM0000625,29112050
SANM0000626,27154030
SANM0000627,26085060
SANM0000638,063231190
SANM0000667,NULL
SANM0000673,056���072���360
SANM0000674,056���143���330
SANM0000675,056���053���280
SANM0000676,056���057���270
SANM0000677,056���053���400
SANM0000678,064���231���270
SANM0000679,048���211���060
SANM0000680,056���104���150
SANM0000681,048���121���090
SANM0000682,056���145���110
SANM0000683,066���600���090
SANM0000684,048���364���010
SANM0000685,066���600���080
SANM0000686,056���066���120
SANM0000687,066���600���110
SANM0000688,066���600���100
SANM0000689,064���321���120
SANM0000690,066���600���320
SANM0000706,NULL
SANM0000707,NULL
SANM0000708,NULL
SANM0000709,NULL
SANM0000710,NULL
SANM0000711,NULL
SANM0000712,NULL
SANM0000713,NULL
SANM0000714,NULL
SANM0000715,NULL
SANM0000716,NULL
SANM0000717,NULL
SANM0000718,016-101-350
SANM0000723,016-345-220
SANM0000724,016-345-230
SANM0000730,077-282-010
SANM0000764,020-364-320  020-364-120  020-364-130  020-364-140
SANM0000765,NULL
SANM0000766,NULL
SANM0000767,NULL
SANM0000768,NULL
SANM0000774,051-228-520
SANM0000776,050-104-190
SANM0000777,049-500-040
SANM0000812,058272330
SANM0000850,NULL
SANM0000851,NULL
SANM0000852,NULL
SANM0000853,NULL
SANM0000854,NULL
SANM0000855,NULL
SANM0000856,NULL
SANM0000857,NULL
SANM0000858,NULL
SANM0000859,NULL
SANM0000860,NULL
SANM0000861,NULL
SANM0000862,NULL
SANM0000864,72221030
SANM0000865,731124000
SANM0000867,72021040
SANM0000970,NULL
SANM0001012,NULL
SANM0001024,40030350
SANM0001025,32151070
SANM0001026,40030350
SANM0001027,40030350
SANT0003471,NULL
SANT0003472,305-34-055��
SANT0003473,412-05-078��
SANT0003474,404-06-061��
SANT0003475,403-15-021��
SANT0003476,NULL
SANT0003477,406-03-042��
SANT0003478,406-15-030��
SANT0003479,NULL
SANT0003480,403-18-056��
SANT0003481,NULL
SANT0003482,403-19-103��
SANT0003483,403-19-103��
SANT0003484,NULL
SANT0003485,403-60-034��
SANT0003486,403-13-096��
SANT0003487,403-60-035��
SANT0003488,404-06-057��
SANT0003489,403-60-011��
SANT0003490,414-48-055��
SANT0003491,NULL
SANT0003492,NULL
SANT0003493,412-08-037��
SANT0003494,305-23-057��
SANT0003495,305-34-005��
SANT0003496,288-15-044��
SANT0003497,412-08-065��
SANT0003498,404-08-001��
SANT0003499,279-37-096��
SANT0003500,NULL
SANT0003501,412-50-063��
SANT0003502,NULL
SANT0003503,404-25-024��
SANT0003504,412-50-011��
SANT0003505,NULL
SANT0003506,404-26-013��
SANT0003507,404-26-050��
SANT0003508,404-26-050��
SANT0003509,279-22-055��
SANT0003510,404-06-039��
SANT0003545,NULL
SANT0003546,NULL
SANT0003547,NULL
SANT0003548,NULL
SANT0003549,NULL
SANT0003550,NULL
SANT0003551,NULL
SANT0003552,NULL
SANT0003553,NULL
SANT0003554,NULL
SANT0003555,NULL
SANT0003556,NULL
SANT0003557,NULL
SANT0003558,NULL
SANT0003559,NULL
SANT0003560,NULL
SANT0003561,NULL
SANT0003562,NULL
SANT0003563,NULL
SANT0003564,NULL
SANT0003565,NULL
SANT0003566,NULL
SANT0003567,NULL
SANT0003568,NULL
SANT0003569,NULL
SANT0003570,NULL
SANT0003571,NULL
SANT0003572,NULL
SANT0003573,NULL
SANT0003574,NULL
SANT0003575,NULL
SANT0003576,NULL
SANT0003577,NULL
SANT0003578,NULL
SANT0003579,NULL
SANT0003580,NULL
SANT0003581,NULL
SANT0003582,NULL
SANT0003583,NULL
SANT0003584,NULL
SANT0003585,NULL
SANT0003586,NULL
SANT0003587,NULL
SANT0003588,NULL
SANT0003589,NULL
SANT0003590,NULL
SANT0003591,NULL
SANT0003592,NULL
SANT0003593,NULL
SANT0003594,NULL
SANT0003595,NULL
SANT0003596,NULL
SANT0003597,NULL
SANT0003598,NULL
SANT0003599,NULL
SANT0003600,NULL
SANT0003601,NULL
SANT0003602,NULL
SANT0003603,NULL
SANT0003604,NULL
SANT0003605,NULL
SANT0003606,NULL
SANT0003607,NULL
SANT0003608,NULL
SANT0003609,NULL
SANT0003610,NULL
SANT0003611,NULL
SANT0003612,NULL
SANT0003613,NULL
SANT0003614,NULL
SANT0003615,NULL
SANT0003616,NULL
SANT0003617,NULL
SANT0003618,NULL
SANT0003619,NULL
SANT0003620,NULL
SANT0003621,NULL
SANT0003622,NULL
SANT0003623,NULL
SANT0003624,NULL
SANT0003625,NULL
SANT0003626,NULL
SANT0003627,NULL
SANT0003628,NULL
SANT0003629,NULL
SANT0003630,NULL
SANT0003631,NULL
SANT0003632,NULL
SANT0003633,NULL
SANT0003634,NULL
SANT0003635,NULL
SANT0003636,NULL
SANT0003637,NULL
SANT0003638,NULL
SANT0003639,NULL
SANT0003640,NULL
SANT0003641,NULL
SANT0003642,NULL
SANT0003643,NULL
SANT0003644,NULL
SANT0003645,NULL
SANT0003646,NULL
SANT0003647,NULL
SANT0003648,NULL
SANT0003649,NULL
SANT0003650,NULL
SANT0003651,NULL
SANT0003652,NULL
SANT0003653,NULL
SANT0003654,NULL
SANT0003655,NULL
SANT0003656,NULL
SANT0003657,NULL
SANT0003658,NULL
SANT0003659,NULL
SANT0003660,NULL
SANT0003661,NULL
SANT0003662,NULL
SANT0003663,NULL
SANT0003664,NULL
SANT0003665,NULL
SANT0003666,NULL
SANT0003667,NULL
SANT0003668,NULL
SANT0003669,NULL
SANT0003670,NULL
SANT0003671,NULL
SANT0003672,NULL
SANT0003673,NULL
SANT0003674,NULL
SANT0003675,NULL
SANT0003676,NULL
SANT0003677,NULL
SANT0003678,NULL
SANT0003679,NULL
SANT0003680,NULL
SANT0003681,NULL
SANT0003682,NULL
SANT0003683,NULL
SANT0003684,NULL
SANT0003685,NULL
SANT0003686,NULL
SANT0003687,NULL
SANT0003688,NULL
SANT0003689,NULL
SANT0003690,NULL
SANT0003691,NULL
SANT0003692,NULL
SANT0003693,NULL
SANT0003694,NULL
SANT0003695,NULL
SANT0003696,NULL
SANT0003697,NULL
SANT0003698,NULL
SANT0003699,NULL
SANT0003700,NULL
SANT0003701,NULL
SANT0003702,NULL
SANT0003703,NULL
SANT0003704,NULL
SANT0003705,NULL
SANT0003706,NULL
SANT0003707,NULL
SANT0003708,NULL
SANT0003709,NULL
SANT0003710,NULL
SANT0003711,NULL
SANT0003712,NULL
SANT0003713,NULL
SANT0003714,NULL
SANT0003715,NULL
SANT0003716,NULL
SANT0003717,NULL
SANT0003718,NULL
SANT0003719,NULL
SANT0003720,NULL
SANT0003721,NULL
SANT0003722,NULL
SANT0003723,NULL
SANT0003724,NULL
SANT0003725,NULL
SANT0003726,NULL
SANT0003727,NULL
SANT0003728,NULL
SANT0003729,NULL
SANT0003730,NULL
SANT0003731,NULL
SANT0003732,NULL
SANT0003733,NULL
SANT0003734,NULL
SANT0003735,NULL
SANT0003736,NULL
SANT0003737,NULL
SANT0003738,NULL
SANT0003739,NULL
SANT0003740,NULL
SANT0003741,NULL
SANT0003742,NULL
SANT0003743,NULL
SANT0003744,NULL
SANT0003745,NULL
SANT0003746,NULL
SANT0003747,NULL
SANT0003748,NULL
SANT0003749,NULL
SANT0003750,NULL
SANT0003751,NULL
SANT0003752,NULL
SANT0003753,NULL
SANT0003754,NULL
SANT0003755,NULL
SANT0003756,NULL
SANT0003757,NULL
SANT0003758,NULL
SANT0003759,NULL
SANT0003760,NULL
SANT0003761,NULL
SANT0003762,NULL
SANT0003763,NULL
SANT0003764,NULL
SANT0003765,NULL
SANT0003766,NULL
SANT0003767,NULL
SANT0003768,NULL
SANT0003769,NULL
SANT0003770,NULL
SANT0003771,NULL
SANT0003772,NULL
SANT0003773,NULL
SANT0003774,NULL
SANT0003775,NULL
SANT0003776,NULL
SANT0003777,NULL
SANT0003778,NULL
SANT0003779,NULL
SANT0003780,NULL
SANT0003781,NULL
SANT0003782,NULL
SANT0003783,NULL
SANT0003784,NULL
SANT0003785,NULL
SANT0003786,NULL
SANT0003787,NULL
SANT0003788,NULL
SANT0003789,NULL
SANT0003790,NULL
SANT0003791,NULL
SANT0003792,NULL
SANT0003793,NULL
SANT0003794,NULL
SANT0003795,NULL
SANT0003796,NULL
SANT0003797,NULL
SANT0003798,NULL
SANT0003799,NULL
SANT0003800,NULL
SANT0003801,NULL
SANT0003802,NULL
SANT0003803,NULL
SANT0003804,NULL
SANT0003805,NULL
SANT0003806,NULL
SANT0003807,NULL
SANT0003808,NULL
SANT0003809,NULL
SANT0003810,NULL
SANT0003811,NULL
SANT0003812,NULL
SANT0003813,NULL
SANT0003814,NULL
SANT0003815,NULL
SANT0003816,NULL
SANT0003817,NULL
SANT0003818,NULL
SANT0003819,NULL
SANT0003820,NULL
SANT0003821,NULL
SANT0003822,NULL
SANT0003823,NULL
SANT0003824,NULL
SANT0003825,NULL
SANT0003826,NULL
SANT0003827,NULL
SANT0003828,NULL
SANT0003829,NULL
SANT0003830,NULL
SANT0003831,NULL
SANT0003832,NULL
SANT0003833,NULL
SANT0003834,NULL
SANT0003835,NULL
SANT0003836,NULL
SANT0003837,NULL
SANT0003838,NULL
SANT0003839,NULL
SANT0003840,NULL
SANT0003841,NULL
SANT0003842,NULL
SANT0003843,NULL
SANT0003844,NULL
SANT0003845,NULL
SANT0003846,NULL
SANT0003847,NULL
SANT0003848,NULL
SANT0003849,NULL
SANT0003850,NULL
SANT0003851,NULL
SANT0003852,NULL
SANT0003853,NULL
SANT0003854,NULL
SANT0003855,NULL
SANT0003856,NULL
SANT0003857,NULL
SANT0003858,NULL
SANT0003859,NULL
SANT0003860,NULL
SANT0003861,NULL
SANT0003862,NULL
SANT0003863,NULL
SANT0003864,NULL
SANT0003865,NULL
SANT0003866,NULL
SANT0003910,170 20 080
SANT0003998,532-36-080
SANT0003999,NULL
SANT0004000,NULL
SANT0004001,NULL
SANT0004002,NULL
SANT0004003,NULL
SANT0004007,410-21-016
SANT0004017,NULL
SANT0004018,NULL
SANT0004019,NULL
SANT0004020,NULL
SANT0004021,NULL
SANT0004022,NULL
SANT0004023,NULL
SANT0004024,NULL
SANT0004025,NULL
SANT0004026,NULL
SANT0004027,NULL
SANT0004028,NULL
SANT0004029,NULL
SANT0004030,NULL
SANT0004031,NULL
SANT0004032,NULL
SANT0004033,NULL
SANT0004034,NULL
SANT0004035,NULL
SANT0004036,NULL
SANT0004037,NULL
SANT0004038,NULL
SANT0004039,NULL
SANT0004040,NULL
SANT0004041,NULL
SANT0004042,NULL
SANT0004043,NULL
SANT0004044,NULL
SANT0004045,NULL
SANT0004046,NULL
SANT0004047,NULL
SANT0004048,NULL
SANT0004049,NULL
SANT0004050,NULL
SANT0004051,NULL
SANT0004052,NULL
SANT0004053,NULL
SANT0004054,NULL
SANT0004055,NULL
SANT0004056,NULL
SANT0004057,NULL
SANT0004058,NULL
SANT0004059,NULL
SANT0004060,NULL
SANT0004061,NULL
SANT0004062,NULL
SANT0004063,NULL
SANT0004064,NULL
SANT0004065,NULL
SANT0004066,NULL
SANT0004067,NULL
SANT0004068,NULL
SANT0004069,NULL
SANT0004070,NULL
SANT0004071,NULL
SANT0004072,NULL
SANT0004073,NULL
SANT0004074,NULL
SANT0004075,NULL
SANT0004076,NULL
SANT0004077,NULL
SANT0004078,NULL
SANT0004079,NULL
SANT0004080,NULL
SANT0004081,NULL
SANT0004082,NULL
SANT0004083,NULL
SANT0004084,NULL
SANT0004085,NULL
SANT0004086,NULL
SANT0004087,NULL
SANT0004088,NULL
SANT0004089,NULL
SANT0004090,NULL
SANT0004091,NULL
SANT0004092,NULL
SANT0004093,NULL
SANT0004094,NULL
SANT0004095,NULL
SANT0004096,NULL
SANT0004097,NULL
SANT0004098,NULL
SANT0004099,NULL
SANT0004100,NULL
SANT0004101,NULL
SANT0004102,NULL
SANT0004103,NULL
SANT0004104,NULL
SANT0004105,NULL
SANT0004106,NULL
SANT0004107,NULL
SANT0004108,NULL
SANT0004109,NULL
SANT0004110,NULL
SANT0004111,NULL
SANT0004112,NULL
SANT0004113,NULL
SANT0004114,NULL
SANT0004115,NULL
SANT0004116,NULL
SANT0004117,NULL
SANT0004118,NULL
SANT0004119,NULL
SANT0004120,NULL
SANT0004121,NULL
SANT0004122,NULL
SANT0004123,NULL
SANT0004124,NULL
SANT0004125,NULL
SANT0004126,NULL
SANT0004127,NULL
SANT0004128,NULL
SANT0004129,NULL
SANT0004130,NULL
SANT0004131,NULL
SANT0004132,NULL
SANT0004133,NULL
SANT0004134,NULL
SANT0004135,NULL
SANT0004136,NULL
SANT0004137,NULL
SANT0004138,NULL
SANT0004139,NULL
SANT0004140,NULL
SANT0004141,NULL
SANT0004142,NULL
SANT0004143,NULL
SANT0004144,NULL
SANT0004145,NULL
SANT0004146,NULL
SANT0004147,NULL
SANT0004148,NULL
SANT0004149,NULL
SANT0004150,NULL
SANT0004151,NULL
SANT0004152,NULL
SANT0004153,NULL
SANT0004154,NULL
SANT0004155,NULL
SANT0004156,NULL
SANT0004157,NULL
SANT0004158,NULL
SANT0004159,NULL
SANT0004160,NULL
SANT0004161,NULL
SANT0004162,NULL
SANT0004163,NULL
SANT0004164,NULL
SANT0004165,NULL
SANT0004166,NULL
SANT0004167,NULL
SANT0004168,NULL
SANT0004169,NULL
SANT0004170,NULL
SANT0004171,NULL
SANT0004172,NULL
SANT0004173,NULL
SANT0004174,NULL
SANT0004175,NULL
SANT0004176,NULL
SANT0004177,NULL
SANT0004178,NULL
SANT0004179,NULL
SANT0004180,NULL
SANT0004181,NULL
SANT0004182,NULL
SANT0004183,NULL
SANT0004184,NULL
SANT0004185,NULL
SANT0004186,NULL
SANT0004187,NULL
SANT0004188,NULL
SANT0004189,NULL
SANT0004190,NULL
SANT0004191,NULL
SANT0004192,NULL
SANT0004193,NULL
SANT0004194,NULL
SANT0004195,NULL
SANT0004196,NULL
SANT0004197,NULL
SANT0004198,NULL
SANT0004199,NULL
SANT0004200,NULL
SANT0004201,NULL
SANT0004202,NULL
SANT0004203,NULL
SANT0004204,NULL
SANT0004205,NULL
SANT0004206,NULL
SANT0004207,NULL
SANT0004208,NULL
SANT0004209,NULL
SANT0004210,NULL
SANT0004211,NULL
SANT0004212,NULL
SANT0004213,NULL
SANT0004214,NULL
SANT0004215,NULL
SANT0004216,NULL
SANT0004217,NULL
SANT0004218,NULL
SANT0004219,NULL
SANT0004220,NULL
SANT0004221,NULL
SANT0004222,NULL
SANT0004223,NULL
SANT0004224,NULL
SANT0004225,NULL
SANT0004226,NULL
SANT0004227,NULL
SANT0004228,NULL
SANT0004229,NULL
SANT0004363,160-61-026
SANT0004364,160-61-026
SANT0004365,160-61-026
SANT0004366,160-61-026
SANT0004367,160-61-026
SANT0004368,160-61-026
SANT0004369,160-61-026
SANT0004370,160-61-026
SANT0004371,160-61-026
SANT0004375,153-13-025
SANT0004402,147-42-236
SANT0004403,147-42-237
SANT0004417,70607006
SANT0004418,70607006
SANT0004455,70607006
SANT0004456,70607006
SANT0004457,70607006
SANT0004458,70607006
SANT0004490,66008012
SANT0004491,26447040
SANT0004511,NULL
SANT0004514,NULL
SANT0004519,45528011
SANT0004520,45528011
SANT0004521,45528011
SANT0004522,45528011
SANT0004534,70607006
SANT0004535,70607006
SANT0004536,70607006
SANT0004559,68007008
SANT0004567,58308028
SANT0004610,37221009
SANT0004611,58308028
SANT0004619,46204003
SANT0004624,45528011
SANT0004625,45528011
SANT0004626,45528011
SANT0004627,45528011
SANT0004646,65903027
SANT0004648,45528011
SANT0004649,45528011
SANT0004650,45528011
SANT0004651,45528011
SANT0004652,45528011
SANT0004653,45528011
SANT0004654,45528011
SANT0004655,45528011
SANT0004656,45528011
SANT0004689,45528011
SANT0004690,45528011
SANT0004691,45528011
SANT0004692,45528011
SANT0004693,45528011
SANT0004694,45528011
SANT0004695,45528011
SANT0004696,45528011
SANT0004697,45528011
SANT0004698,70607006
SANT0004713,313-48-005
SANT0004714,313-48-005
SANT0004715,313-48-004
SANT0004716,313-48-002
SANT0004717,313-48-003
SANT0004751,313-48-005
SANT0004752,313-48-005
SANT0004753,313-48-004
SANT0004754,313-48-002
SANT0004755,313-48-003
SANT0004800,20927063
SANT0004801,20927078
SANT0004802,20927064
SANT0004803,20927077
SANT0004804,20927066
SANT0004805,20927067
SANT0004806,20927074
SANT0004807,20927075
SANT0004808,20927065
SANT0004809,20927068
SANT0004810,20927073
SANT0004811,20927076
SANT0004812,20927069
